image_id,filename,relative_path,tract,category,super_category,super_category_id,class_name,class_id,width,height,aspect_ratio,file_size_kb,laplacian_var,mean_brightness,specular_ratio,quality_tag,phash,split
IMG_02917,8c8fcc36-ef80-4fa3-a4ef-1cb9cefa59d6.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/8c8fcc36-ef80-4fa3-a4ef-1cb9cefa59d6.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,572,524,1.092,206.08,190.61,96.98,0.419,Good_Quality,d43f10af00fa51ee,train
IMG_06805,9862374f-9b6f-4122-8789-a1594bbb02ff.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/9862374f-9b6f-4122-8789-a1594bbb02ff.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,532,1.19,239.23,425.65,94.88,0.137,Good_Quality,d10817095d0f72ff,train
IMG_08676,a34ebdd0-90a1-4bda-a1de-5894c46cca9c.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/a34ebdd0-90a1-4bda-a1de-5894c46cca9c.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,622,532,1.169,200.76,386.29,107.13,0.408,Good_Quality,953bdd64168d6361,train
IMG_08995,052189aa-aeeb-444f-b3ac-fa2d4ac37967.jpg,upper-gi-tract/anatomical-landmarks/z-line/052189aa-aeeb-444f-b3ac-fa2d4ac37967.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1349,1071,1.26,686.03,65.74,129.21,0.581,Motion_Blur,c13b14cc04c71fbf,train
IMG_02797,3af6ac3d-947c-4766-ba62-580a1fe120bc.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/3af6ac3d-947c-4766-ba62-580a1fe120bc.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,628,530,1.185,241.98,232.51,119.98,0.342,Good_Quality,d0a1c585466f2be7,train
IMG_03230,89d1dd38-0d43-4d58-90c7-2764929062f9.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/89d1dd38-0d43-4d58-90c7-2764929062f9.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-3,21,602,532,1.132,176.71,529.77,95.89,1.041,Good_Quality,c0d4c561078f1f6f,train
IMG_00842,cffbb6be-12a5-40e6-901c-80913d7a402f.jpg,lower-gi-tract/anatomical-landmarks/cecum/cffbb6be-12a5-40e6-901c-80913d7a402f.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,547,1.161,238.57,395.2,112.64,1.241,Good_Quality,8db5554040cb6aff,train
IMG_05189,c1732330-d282-4235-ab31-f1efacccbad1.jpg,lower-gi-tract/quality-of-mucosal-views/impacted-stool/c1732330-d282-4235-ab31-f1efacccbad1.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,impacted-stool,11,633,532,1.19,171.32,565.36,86.78,0.356,Good_Quality,9521de374af2598a,train
IMG_03556,60a5f3c0-5bc9-4a03-bedc-de6c6776eff9.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/60a5f3c0-5bc9-4a03-bedc-de6c6776eff9.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,532,1.19,166.74,628.06,117.65,0.724,Good_Quality,d0e0150517b75777,train
IMG_00046,090d30fe-473f-4c13-9acf-d674dcfbd092.jpg,lower-gi-tract/anatomical-landmarks/cecum/090d30fe-473f-4c13-9acf-d674dcfbd092.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,606,531,1.141,188.39,314.97,110.01,0.327,Good_Quality,c0001f0f4f3f7af8,train
IMG_04111,269955e1-d1d3-4cb6-befb-d28e4050d915.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/269955e1-d1d3-4cb6-befb-d28e4050d915.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,173.36,654.88,109.75,0.309,Good_Quality,918845175577567b,train
IMG_01206,6d23c245-cdcc-401b-b867-184a007b8f66.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/6d23c245-cdcc-401b-b867-184a007b8f66.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,623,531,1.173,190.77,447.28,81.19,0.414,Good_Quality,b525555555565e52,train
IMG_05122,3e9908da-f01e-4493-862f-450c596eaf08.jpg,lower-gi-tract/quality-of-mucosal-views/impacted-stool/3e9908da-f01e-4493-862f-450c596eaf08.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,impacted-stool,11,633,531,1.192,158.56,576.93,78.17,0.143,Good_Quality,8509d6375ed25a1b,train
IMG_05306,18f37a88-09c3-4c6c-af4c-9d2aff128d0e.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/18f37a88-09c3-4c6c-af4c-9d2aff128d0e.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,623,531,1.173,231.83,388.91,82.64,1.646,Good_Quality,c5c41434535b7b67,train
IMG_08403,3ee434b3-ec2c-4604-be65-a29583fbcdfa.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/3ee434b3-ec2c-4604-be65-a29583fbcdfa.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1203,920,1.308,582.68,61.45,92.76,0.006,Motion_Blur,a4f7916dd14e1744,train
IMG_06432,3ad8b448-9ba7-4eb0-820f-3ee509810770.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/3ad8b448-9ba7-4eb0-820f-3ee509810770.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,624,529,1.18,222.25,279.33,112.99,0.817,Good_Quality,85ba56544d753b68,train
IMG_07150,f2368bca-fc6c-44df-aac1-ce832f93cf75.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/f2368bca-fc6c-44df-aac1-ce832f93cf75.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,622,530,1.174,235.72,422.26,108.81,1.904,Good_Quality,941d7166457ad62d,train
IMG_01410,01577b97-7e95-48a9-b722-0da9d2cca313.jpg,lower-gi-tract/pathological-findings/hemorrhoids/01577b97-7e95-48a9-b722-0da9d2cca313.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,hemorrhoids,9,624,530,1.177,218.39,295.26,106.88,4.842,High_Reflection,b59b545646066b3e,train
IMG_03730,af0063df-3e0f-4dfc-bc9d-6daa94945206.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/af0063df-3e0f-4dfc-bc9d-6daa94945206.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,532,1.19,168.07,648.93,102.08,0.487,Good_Quality,b524d585551756da,train
IMG_06472,44ad3063-b926-40d4-9f81-8c9ce64c5fac.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/44ad3063-b926-40d4-9f81-8c9ce64c5fac.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,531,1.192,223.42,754.42,86.21,0.208,Good_Quality,de0a71b94dc4728e,train
IMG_09324,620c7099-a71c-4c57-8e28-0c373858d18c.jpg,upper-gi-tract/anatomical-landmarks/z-line/620c7099-a71c-4c57-8e28-0c373858d18c.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1221,1012,1.207,667.34,28.38,132.88,0.441,Motion_Blur,9147513c5437467f,train
IMG_03182,3986594f-cddd-47bb-bdc1-7c4c649f9c3f.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/3986594f-cddd-47bb-bdc1-7c4c649f9c3f.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-3,21,1349,1071,1.26,746.13,69.31,128.32,0.073,Motion_Blur,e5e5104113174ffe,train
IMG_05067,f9ddc105-6d2a-44ce-9c58-a404eefdbba1.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/f9ddc105-6d2a-44ce-9c58-a404eefdbba1.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,163.99,618.51,109.34,0.534,Good_Quality,f4609185551757de,train
IMG_02637,cfe87c82-1ecd-4c5b-add4-4e6d197cccf0.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/cfe87c82-1ecd-4c5b-add4-4e6d197cccf0.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-1,17,635,548,1.159,231.5,240.15,114.68,0.293,Good_Quality,e568552145175edd,train
IMG_01238,86be2137-b71c-416e-bc5b-c210a82de629.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/86be2137-b71c-416e-bc5b-c210a82de629.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,635,548,1.159,238.03,377.1,123.07,0.213,Good_Quality,9510574ed2ee5acc,train
IMG_04013,11c83313-c3d2-4a6d-b3aa-99338950408b.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/11c83313-c3d2-4a6d-b3aa-99338950408b.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,165.61,647.89,111.14,0.389,Good_Quality,c54a1539526f4b76,train
IMG_10270,a7ae7fbb-0382-4a07-b33d-4d2bde12f4a5.jpg,upper-gi-tract/pathological-findings/esophagitis-a/a7ae7fbb-0382-4a07-b33d-4d2bde12f4a5.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1225,1015,1.207,724.31,34.8,123.7,0.068,Motion_Blur,956a953145bd46ce,train
IMG_06615,6a39aba1-dc88-4dc5-bab2-bc39a4f28f08.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/6a39aba1-dc88-4dc5-bab2-bc39a4f28f08.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,623,531,1.173,244.0,594.59,96.48,2.35,Good_Quality,d427019c5f357758,train
IMG_07992,c79c39df-f720-40f7-bfb2-01c4c70600b7.jpg,upper-gi-tract/anatomical-landmarks/pylorus/c79c39df-f720-40f7-bfb2-01c4c70600b7.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1013,1.209,813.65,87.31,163.46,0.129,Good_Quality,8095558b557a6b79,train
IMG_03741,b236fc86-1a32-499a-bbcc-3c35952f62dc.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/b236fc86-1a32-499a-bbcc-3c35952f62dc.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,531,1.192,159.32,616.19,95.22,0.167,Good_Quality,c184571b577f4e12,train
IMG_09169,32212e50-edc8-4598-8260-c17491cd32e4.jpg,upper-gi-tract/anatomical-landmarks/z-line/32212e50-edc8-4598-8260-c17491cd32e4.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1349,1071,1.26,636.79,71.43,122.68,0.053,Motion_Blur,c01fc07f00fa5f3c,train
IMG_09352,68fee78e-2ce6-4d5e-822f-3f7b0f8f4d20.jpg,upper-gi-tract/anatomical-landmarks/z-line/68fee78e-2ce6-4d5e-822f-3f7b0f8f4d20.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,613,524,1.17,185.92,130.28,121.69,0.005,Good_Quality,c09b507d0df45a2f,train
IMG_10365,e5f611c7-ae55-492d-83d7-7f1655db9bd5.jpg,upper-gi-tract/pathological-findings/esophagitis-a/e5f611c7-ae55-492d-83d7-7f1655db9bd5.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1279,1023,1.25,687.41,39.15,153.11,0.17,Motion_Blur,e194951b586f5d26,train
IMG_04094,24831e19-d5bb-4359-9595-4dab56505a03.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/24831e19-d5bb-4359-9595-4dab56505a03.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,150.0,587.7,71.91,0.145,Good_Quality,cd26130556795e6b,train
IMG_07380,28cc80f9-0394-4eb0-a7bd-7fd79375bd7b.jpg,upper-gi-tract/anatomical-landmarks/pylorus/28cc80f9-0394-4eb0-a7bd-7fd79375bd7b.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1015,1.207,727.03,33.3,138.53,0.285,Motion_Blur,c06a052517ad5f5f,train
IMG_02038,9a865bb6-257f-42e8-ab3c-f46e4521bfba.jpg,lower-gi-tract/pathological-findings/polyps/9a865bb6-257f-42e8-ab3c-f46e4521bfba.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,557,528,1.055,31.79,389.22,104.22,4.848,High_Reflection,85b1149156da5bcf,train
IMG_08111,e6ba373d-181b-416a-82cb-8e25ab4ab2b0.jpg,upper-gi-tract/anatomical-landmarks/pylorus/e6ba373d-181b-416a-82cb-8e25ab4ab2b0.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1014,1.208,755.82,32.11,116.87,0.544,Motion_Blur,941f45f91c7f4262,train
IMG_04267,4b125167-67ca-4e54-84cf-e5cb99cfd79d.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/4b125167-67ca-4e54-84cf-e5cb99cfd79d.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,629,531,1.185,157.57,611.6,73.64,0.178,Good_Quality,c4195d27596e5d26,train
IMG_08636,935589cf-7c06-4e12-8482-90673890bfab.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/935589cf-7c06-4e12-8482-90673890bfab.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1011,1.208,740.05,39.66,104.28,0.035,Motion_Blur,f11310be0edf07e2,train
IMG_00402,5e9ef830-baec-4d95-bfde-00fb794fc2a8.jpg,lower-gi-tract/anatomical-landmarks/cecum/5e9ef830-baec-4d95-bfde-00fb794fc2a8.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,217.37,350.16,101.86,1.172,Good_Quality,c70b0c3d5220d3ff,train
IMG_04656,9a497414-2862-4372-af53-cc40095a7a54.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/9a497414-2862-4372-af53-cc40095a7a54.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,146.64,188.18,97.23,1.713,Good_Quality,b5a4450517d3571f,train
IMG_10624,cecd9fbe-2983-44db-9c53-0e96f052fd30.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/cecd9fbe-2983-44db-9c53-0e96f052fd30.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1221,1011,1.208,800.14,54.3,107.42,0.002,Motion_Blur,b17a45ae542957b1,train
IMG_03357,19ed27c8-45e0-4342-9185-90038d03d5cb.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/19ed27c8-45e0-4342-9185-90038d03d5cb.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,531,1.192,168.54,642.88,105.02,0.166,Good_Quality,8587571d536d529a,train
IMG_03547,5ce081ad-eea5-4720-80fe-e89bbd835957.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/5ce081ad-eea5-4720-80fe-e89bbd835957.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,531,1.192,181.07,685.01,107.47,0.424,Good_Quality,d0880f151dff5731,train
IMG_03177,2d23ea59-66bd-4a09-b222-c0b9d2d6f323.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/2d23ea59-66bd-4a09-b222-c0b9d2d6f323.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-3,21,603,532,1.133,213.42,683.47,89.5,0.133,Good_Quality,901f477045705fee,train
IMG_04726,ab366352-7a41-4c5b-9a67-c9dc6ccfb73c.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ab366352-7a41-4c5b-9a67-c9dc6ccfb73c.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,151.15,574.66,99.41,2.777,Good_Quality,b5a5d5955656521a,train
IMG_06065,d4c70d88-6053-4de4-a26a-295cc2abae13.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/d4c70d88-6053-4de4-a26a-295cc2abae13.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,635,548,1.159,234.44,274.49,94.49,0.079,Good_Quality,c060078f7337c6ee,train
IMG_07801,9269a08d-ada7-48e3-b688-ae46e378ec09.jpg,upper-gi-tract/anatomical-landmarks/pylorus/9269a08d-ada7-48e3-b688-ae46e378ec09.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1020,1.197,1148.33,710.95,120.86,0.103,Good_Quality,c12d049311ef6fb6,train
IMG_08009,cad2b04f-9e3a-4baf-876d-97b4d9e0ea18.jpg,upper-gi-tract/anatomical-landmarks/pylorus/cad2b04f-9e3a-4baf-876d-97b4d9e0ea18.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1012,1.21,847.71,78.15,135.97,0.427,Motion_Blur,8195555516db0f7c,train
IMG_05912,b5012b2b-bc68-43dd-a420-63da6affba4d.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/b5012b2b-bc68-43dd-a420-63da6affba4d.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,623,531,1.173,173.31,165.81,55.16,0.106,Good_Quality,e0a515fdd03c873c,train
IMG_00846,d184a504-dd8c-47df-9d0f-929c9c9ee223.jpg,lower-gi-tract/anatomical-landmarks/cecum/d184a504-dd8c-47df-9d0f-929c9c9ee223.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,628,530,1.185,245.39,276.8,124.46,0.187,Good_Quality,95015763463f0ef6,train
IMG_07463,3ed6fdc9-9419-4691-9972-813a44d338db.jpg,upper-gi-tract/anatomical-landmarks/pylorus/3ed6fdc9-9419-4691-9972-813a44d338db.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1349,1071,1.26,757.04,108.14,128.97,0.78,Good_Quality,d19d0017437b5bcd,train
IMG_05949,bd441d6c-d6fc-4a0f-be20-50129faf7c49.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/bd441d6c-d6fc-4a0f-be20-50129faf7c49.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,633,532,1.19,199.54,442.63,102.53,0.577,Good_Quality,9d0d45905e23ce7d,train
IMG_09567,a0df985e-723c-4d50-b99b-2cdd619516cd.jpg,upper-gi-tract/anatomical-landmarks/z-line/a0df985e-723c-4d50-b99b-2cdd619516cd.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1349,1071,1.26,802.5,110.6,133.17,0.592,Good_Quality,d596404e10ff4f39,train
IMG_02807,411bacb7-cc0c-489e-88f0-63e2aade336c.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/411bacb7-cc0c-489e-88f0-63e2aade336c.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,523,532,0.983,160.74,113.46,99.35,0.222,Good_Quality,812fd59455d453ea,train
IMG_10558,9c63f997-0f11-4b8f-ba3f-a1160d75df9c.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/9c63f997-0f11-4b8f-ba3f-a1160d75df9c.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1225,1015,1.207,725.63,273.09,135.81,2.421,Good_Quality,e41f95f5545a0b64,train
IMG_03960,0505527c-92e4-4061-92bb-db4acaeffc5c.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/0505527c-92e4-4061-92bb-db4acaeffc5c.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,147.14,585.62,72.75,0.172,Good_Quality,a50dd5b755c95225,train
IMG_04406,65d970f4-4d7f-4e19-b8ea-a4921dad1c39.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/65d970f4-4d7f-4e19-b8ea-a4921dad1c39.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,167.53,598.45,117.27,0.179,Good_Quality,f5a0950556175b3b,train
IMG_01429,035a608d-30f5-4fe8-8753-ce271b32b546.jpg,lower-gi-tract/pathological-findings/polyps/035a608d-30f5-4fe8-8753-ce271b32b546.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,562,530,1.06,26.2,301.63,97.81,0.031,Good_Quality,97b1565454176a7a,train
IMG_02191,c1f938cc-d902-4ced-bbb5-fcdf3eb991d3.jpg,lower-gi-tract/pathological-findings/polyps/c1f938cc-d902-4ced-bbb5-fcdf3eb991d3.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,609,530,1.149,41.08,528.9,92.64,1.725,Good_Quality,9fb300d073067aeb,train
IMG_05981,c3b6bafb-b51e-4d8d-a9b5-7b61ad696aa6.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/c3b6bafb-b51e-4d8d-a9b5-7b61ad696aa6.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,635,547,1.161,211.96,411.51,64.82,0.246,Good_Quality,c185753416f27a3e,train
IMG_03569,6670bac6-58ab-4bd6-9bd1-d51b958892db.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/6670bac6-58ab-4bd6-9bd1-d51b958892db.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,531,1.192,159.53,610.68,65.75,0.15,Good_Quality,d430469f1b7bcc89,train
IMG_07535,52f0e4c9-344e-4e36-b739-519fa6618581.jpg,upper-gi-tract/anatomical-landmarks/pylorus/52f0e4c9-344e-4e36-b739-519fa6618581.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1011,1.208,758.11,71.31,157.45,0.334,Motion_Blur,81b5159455d75373,train
IMG_03595,73da3430-d2ea-4b52-b5fb-1b5809c72749.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/73da3430-d2ea-4b52-b5fb-1b5809c72749.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,622,531,1.171,176.71,620.67,98.01,0.444,Good_Quality,dc0c413a770378fe,train
IMG_05545,56c1c6e9-9a7d-41f7-aeee-3174b83375c5.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/56c1c6e9-9a7d-41f7-aeee-3174b83375c5.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,633,532,1.19,197.69,532.37,99.8,2.663,Good_Quality,952555555575da46,train
IMG_09967,70921113-09bd-4795-9050-4d633dea80ce.jpg,upper-gi-tract/pathological-findings/barretts-short-segment/70921113-09bd-4795-9050-4d633dea80ce.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,barretts-short-segment,1,1225,1013,1.209,770.64,99.98,160.82,6.007,High_Reflection,b11f457f44665319,train
IMG_08651,988dff8b-6ef8-4b92-84ab-33e127245e05.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/988dff8b-6ef8-4b92-84ab-33e127245e05.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,613,523,1.172,234.68,170.88,95.49,0.006,Good_Quality,945e144fc7679278,train
IMG_02536,54364e48-c1ed-48f2-9c83-548fd671232b.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/54364e48-c1ed-48f2-9c83-548fd671232b.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-1,17,627,547,1.146,215.42,219.58,99.61,0.036,Good_Quality,c0f70487009f1fdf,train
IMG_07005,d05f1910-d01d-46cd-8b19-6fd48f4a8931.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/d05f1910-d01d-46cd-8b19-6fd48f4a8931.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,531,1.192,201.69,502.04,90.86,1.041,Good_Quality,c185751c5d77164e,train
IMG_01091,2b97c1b4-96fc-4aa2-84b7-c7868a46357a.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/2b97c1b4-96fc-4aa2-84b7-c7868a46357a.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,623,530,1.175,191.23,189.64,99.29,9.084,High_Reflection,c43f807b19fe0f60,train
IMG_05738,8b4ae9b6-9893-4345-acb5-478f0804ba8a.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/8b4ae9b6-9893-4345-acb5-478f0804ba8a.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,624,529,1.18,223.6,317.97,108.1,5.73,High_Reflection,9697117114ce7b78,train
IMG_07622,665a842a-dc64-4f1a-a3a3-bd21a957b1fd.jpg,upper-gi-tract/anatomical-landmarks/pylorus/665a842a-dc64-4f1a-a3a3-bd21a957b1fd.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1015,1.207,709.38,30.88,140.53,0.08,Motion_Blur,80d0159f556f7666,train
IMG_05013,ec7e86fd-d559-4c8e-9b17-0e23490e1404.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ec7e86fd-d559-4c8e-9b17-0e23490e1404.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,167.4,549.76,92.21,0.138,Good_Quality,a505553676db5a26,train
IMG_01740,526c5e76-8c82-4d81-b3af-b786edff73ae.jpg,lower-gi-tract/pathological-findings/polyps/526c5e76-8c82-4d81-b3af-b786edff73ae.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,612,522,1.172,26.38,134.26,116.79,4.827,High_Reflection,919d5533447e8a79,train
IMG_02581,8630387c-644d-4abf-99f7-40b39ac6b75a.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/8630387c-644d-4abf-99f7-40b39ac6b75a.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-1,17,623,530,1.175,214.62,209.48,113.93,3.21,Good_Quality,f58d00770678df31,train
