image_id,filename,relative_path,tract,category,super_category,super_category_id,class_name,class_id,width,height,aspect_ratio,file_size_kb,laplacian_var,mean_brightness,specular_ratio,quality_tag,phash,split,fold
IMG_02150,b89a0b47-3d49-41aa-8c68-23c83c3aeac8.jpg,lower-gi-tract/pathological-findings/polyps/b89a0b47-3d49-41aa-8c68-23c83c3aeac8.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,611,531,1.151,26.48,221.62,88.67,0.274,Good_Quality,d6b108416b1e6df6,train,3
IMG_07571,5a35386e-e424-4ea9-b480-103010de1cf5.jpg,upper-gi-tract/anatomical-landmarks/pylorus/5a35386e-e424-4ea9-b480-103010de1cf5.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1012,1.207,923.92,375.74,136.57,0.328,Good_Quality,c42d50b2127e6f6b,train,3
IMG_06658,76745560-ad24-4482-a835-b6ffc17c1e05.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/76745560-ad24-4482-a835-b6ffc17c1e05.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,626,532,1.177,195.05,547.99,77.41,0.574,Good_Quality,923953e61d36da61,train,3
IMG_07889,ac33b769-4804-4e02-aa9c-a13f3f593e17.jpg,upper-gi-tract/anatomical-landmarks/pylorus/ac33b769-4804-4e02-aa9c-a13f3f593e17.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1012,1.207,794.1,106.42,131.57,0.09,Good_Quality,d51f503f422b133d,train,3
IMG_05461,40e5b81f-8e2d-48dd-b264-f7430207e76f.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/40e5b81f-8e2d-48dd-b264-f7430207e76f.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,633,531,1.192,206.13,505.48,101.41,0.536,Good_Quality,951b4dcad96d2625,train,3
IMG_01219,7604713d-af2f-4132-ad60-27a033504e01.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/7604713d-af2f-4132-ad60-27a033504e01.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,633,532,1.19,193.34,391.54,100.56,0.08,Good_Quality,b12717715c1f6263,train,3
IMG_03825,d0ed3e00-25b3-4dcc-ac0d-6e7557a1cae9.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/d0ed3e00-25b3-4dcc-ac0d-6e7557a1cae9.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,531,1.192,158.2,626.78,94.6,0.631,Good_Quality,cc30030756495fff,train,3
IMG_07679,76c93ecb-b76e-4eaf-93ac-265df9eb344e.jpg,upper-gi-tract/anatomical-landmarks/pylorus/76c93ecb-b76e-4eaf-93ac-265df9eb344e.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1013,1.209,841.92,85.41,145.0,0.213,Good_Quality,d487013b416e5fd9,train,3
IMG_01453,0b792e26-e1dd-4fb7-a6b7-5d76f227a677.jpg,lower-gi-tract/pathological-findings/polyps/0b792e26-e1dd-4fb7-a6b7-5d76f227a677.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,622,528,1.178,43.06,307.91,122.75,0.222,Good_Quality,859445fd07725aba,train,3
IMG_02984,aae79620-0063-4314-927c-92f8a979cb32.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/aae79620-0063-4314-927c-92f8a979cb32.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,629,530,1.187,178.19,96.13,113.13,0.05,Good_Quality,b560950157670efb,train,3
IMG_01104,35aaaa32-0f78-47ae-b7a7-8ef53e432340.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/35aaaa32-0f78-47ae-b7a7-8ef53e432340.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,635,548,1.159,212.65,308.43,112.44,0.388,Good_Quality,b1085570542fcb7f,train,3
IMG_08463,50569c26-bb7c-4af4-857c-e56ef86da46d.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/50569c26-bb7c-4af4-857c-e56ef86da46d.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1349,1071,1.26,719.12,93.41,101.55,0.786,Good_Quality,f44b407d00f70f6e,train,3
IMG_02558,7328c0c7-5942-4bf1-8794-15faa1994ea7.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/7328c0c7-5942-4bf1-8794-15faa1994ea7.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-1,17,482,487,0.99,149.47,170.07,104.81,0.438,Good_Quality,e035155e4a6a2d6f,train,3
IMG_04211,3eb7c8eb-0598-4ec6-a4bd-9550aef51756.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/3eb7c8eb-0598-4ec6-a4bd-9550aef51756.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,160.61,638.52,114.44,0.496,Good_Quality,9184551557f7461f,train,3
IMG_08392,3a9c21cf-2ca7-46e1-8a8a-75b5d6486eed.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/3a9c21cf-2ca7-46e1-8a8a-75b5d6486eed.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1011,1.208,794.89,84.24,145.98,0.365,Good_Quality,812354dc54bd2deb,train,3
IMG_09092,1f1baca3-68cd-49b0-870d-d8b6165054eb.jpg,upper-gi-tract/anatomical-landmarks/z-line/1f1baca3-68cd-49b0-870d-d8b6165054eb.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1225,1013,1.209,800.84,80.94,148.42,1.462,Good_Quality,803f551e41ef06f9,train,3
IMG_08448,4c367c18-5ed2-49ca-ad8b-157d7726a1e9.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/4c367c18-5ed2-49ca-ad8b-157d7726a1e9.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1225,1013,1.209,847.07,90.99,130.47,0.826,Good_Quality,b133447f03be0a67,train,3
IMG_00339,50c8c537-600b-40a8-81eb-253999c90f98.jpg,lower-gi-tract/anatomical-landmarks/cecum/50c8c537-600b-40a8-81eb-253999c90f98.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,633,532,1.19,219.53,383.44,111.36,0.078,Good_Quality,d50017295e3f5b27,train,3
IMG_08002,ca600394-2286-4fe6-8b3d-d56caa774b4a.jpg,upper-gi-tract/anatomical-landmarks/pylorus/ca600394-2286-4fe6-8b3d-d56caa774b4a.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1012,1.207,791.09,77.86,137.02,0.058,Motion_Blur,a52f557c55724698,train,3
IMG_08090,e124b4d6-87aa-4fc0-a387-48737fd4f6c2.jpg,upper-gi-tract/anatomical-landmarks/pylorus/e124b4d6-87aa-4fc0-a387-48737fd4f6c2.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1013,1.209,855.14,113.19,141.85,0.122,Good_Quality,c03f417d016d4777,train,3
IMG_00790,c2cd340e-398e-484b-97cc-e46c4e1c1d6d.jpg,lower-gi-tract/anatomical-landmarks/cecum/c2cd340e-398e-484b-97cc-e46c4e1c1d6d.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,633,531,1.192,199.42,587.52,88.37,0.326,Good_Quality,d1197163077e7323,train,3
IMG_05909,b3c84767-5a85-47d1-b6de-8276fd382c39.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/b3c84767-5a85-47d1-b6de-8276fd382c39.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,624,530,1.177,187.69,162.04,88.42,8.186,High_Reflection,e13e00b90f769f64,train,3
IMG_01490,143748af-6fd9-4c0e-b80d-d913bf3a8413.jpg,lower-gi-tract/pathological-findings/polyps/143748af-6fd9-4c0e-b80d-d913bf3a8413.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,606,530,1.143,28.3,368.81,95.62,0.494,Good_Quality,d4e11417671e5d96,train,3
IMG_07556,575592d1-730f-4e8c-8826-5c86e7430442.jpg,upper-gi-tract/anatomical-landmarks/pylorus/575592d1-730f-4e8c-8826-5c86e7430442.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1012,1.207,825.02,136.56,150.79,0.304,Good_Quality,c43e443f11dd1b99,train,3
IMG_06796,96f705c1-5985-4651-92d2-3d836f7178d6.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/96f705c1-5985-4651-92d2-3d836f7178d6.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,531,1.192,225.02,530.87,107.52,0.248,Good_Quality,d0855513575a5e5e,train,3
IMG_10473,442b59e8-378a-4930-93e0-d9b990120d56.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/442b59e8-378a-4930-93e0-d9b990120d56.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1225,1013,1.209,880.6,100.07,110.22,0.092,Good_Quality,e00fd0bf00ef13dc,train,3
IMG_07090,e26e1fe9-095a-4ed1-962e-5edf55982e64.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/e26e1fe9-095a-4ed1-962e-5edf55982e64.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,531,1.192,208.94,475.27,93.92,0.359,Good_Quality,c4157f314b1e70f2,train,3
IMG_03178,2dc1079c-709d-40a6-911f-cf51cdfd5d88.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/2dc1079c-709d-40a6-911f-cf51cdfd5d88.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-3,21,635,548,1.159,233.46,269.03,121.84,0.056,Good_Quality,f1d2150b123d5add,train,3
IMG_02875,6af1092a-01b9-44b9-ab50-e9ec66913ab1.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/6af1092a-01b9-44b9-ab50-e9ec66913ab1.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,572,532,1.075,199.41,122.58,95.31,0.019,Good_Quality,e07205ef158f14f6,train,3
IMG_00439,6a5799b3-4c6a-4db4-8147-ea4ebcf56641.jpg,lower-gi-tract/anatomical-landmarks/cecum/6a5799b3-4c6a-4db4-8147-ea4ebcf56641.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,547,1.161,231.13,293.25,119.63,0.246,Good_Quality,950453c7579c6ae3,train,3
IMG_02753,259bc9b1-c11e-4d15-ae98-963c1432de74.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/259bc9b1-c11e-4d15-ae98-963c1432de74.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,622,530,1.174,194.7,110.61,115.25,1.024,Good_Quality,c03c00077ffe3eb4,train,3
IMG_08011,cb18c7c0-020f-4241-b4d6-3a7a21bc1e37.jpg,upper-gi-tract/anatomical-landmarks/pylorus/cb18c7c0-020f-4241-b4d6-3a7a21bc1e37.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1012,1.207,802.06,69.93,134.07,0.64,Motion_Blur,91b5405e157d5af8,train,3
IMG_04686,a09cd6d5-0ffb-4da9-966c-e99191b71b6b.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a09cd6d5-0ffb-4da9-966c-e99191b71b6b.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,160.53,595.78,87.51,0.291,Good_Quality,b50ad56dda659a24,train,3
IMG_08173,f4ff1ded-e50b-4970-a2bd-0184914724bd.jpg,upper-gi-tract/anatomical-landmarks/pylorus/f4ff1ded-e50b-4970-a2bd-0184914724bd.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1015,1.207,761.14,39.3,136.74,0.163,Motion_Blur,9197151f507c7a6a,train,3
IMG_09435,8057ffda-57c0-408c-b996-4c9073bd0408.jpg,upper-gi-tract/anatomical-landmarks/z-line/8057ffda-57c0-408c-b996-4c9073bd0408.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1225,1014,1.208,733.99,38.34,127.07,0.027,Motion_Blur,a43f554f5119c23e,train,3
IMG_05215,f200ed64-281a-46d1-845c-6710fc33a863.jpg,lower-gi-tract/quality-of-mucosal-views/impacted-stool/f200ed64-281a-46d1-845c-6710fc33a863.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,impacted-stool,11,633,531,1.192,162.57,569.96,78.81,0.233,Good_Quality,c1849707139f4f9e,train,3
IMG_08196,fac331fc-99d1-4bad-885c-1ecc4f857a9f.jpg,upper-gi-tract/anatomical-landmarks/pylorus/fac331fc-99d1-4bad-885c-1ecc4f857a9f.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1011,1.208,982.22,230.42,130.7,0.327,Good_Quality,81a7159c1557537b,train,3
IMG_00739,b65e4b33-55da-4e36-922d-4960f7c2bf9f.jpg,lower-gi-tract/anatomical-landmarks/cecum/b65e4b33-55da-4e36-922d-4960f7c2bf9f.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,245.55,597.95,94.84,0.784,Good_Quality,95314079de25da76,train,3
IMG_02841,5591af13-80e7-4333-b657-61824ddae4d4.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/5591af13-80e7-4333-b657-61824ddae4d4.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,572,532,1.075,236.17,225.17,98.98,0.085,Good_Quality,85cb552a118b56fb,train,3
IMG_00735,b5c0f8db-588a-451d-8ca5-404adb8d7683.jpg,lower-gi-tract/anatomical-landmarks/cecum/b5c0f8db-588a-451d-8ca5-404adb8d7683.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,628,530,1.185,258.15,330.28,133.25,3.821,Good_Quality,d4a1050517571eff,train,3
IMG_00192,2c754e1f-21b0-4671-88c3-e60e866c5da9.jpg,lower-gi-tract/anatomical-landmarks/cecum/2c754e1f-21b0-4671-88c3-e60e866c5da9.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,241.19,305.74,118.37,0.13,Good_Quality,c461472d53371a3f,train,3
IMG_04135,2cb71cbf-ce4e-4cf3-80dd-cd239bbcb240.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/2cb71cbf-ce4e-4cf3-80dd-cd239bbcb240.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,166.41,639.35,92.71,2.743,Good_Quality,f1a0c50557767a6a,train,3
IMG_01960,889e3274-1628-450b-b1a2-722b7a0b7996.jpg,lower-gi-tract/pathological-findings/polyps/889e3274-1628-450b-b1a2-722b7a0b7996.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,621,546,1.137,30.46,393.82,99.3,0.039,Good_Quality,95c3550556ef4a1d,train,3
IMG_06751,8c7853cc-6c74-4563-91e0-ebd1c59813d2.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/8c7853cc-6c74-4563-91e0-ebd1c59813d2.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,623,530,1.175,242.58,360.14,102.44,2.734,Good_Quality,c03f0cd067d13ef8,train,3
IMG_04983,e1b3d581-bb86-4ba4-a774-28adf5d618a2.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/e1b3d581-bb86-4ba4-a774-28adf5d618a2.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,147.49,609.75,107.6,0.148,Good_Quality,b588c1055d775e1e,train,3
IMG_06963,c30622ec-03fc-4458-9cf7-6d52dec038f6.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/c30622ec-03fc-4458-9cf7-6d52dec038f6.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,611,547,1.117,236.99,274.67,108.04,0.08,Good_Quality,d09067014d9f9f6d,train,3
IMG_00731,b4844beb-1ed9-4fe3-98fa-8b70dff1e380.jpg,lower-gi-tract/anatomical-landmarks/cecum/b4844beb-1ed9-4fe3-98fa-8b70dff1e380.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,251.16,344.02,117.73,0.668,Good_Quality,d4494531463f1f3b,train,3
IMG_10310,c1e1932f-bccf-43ec-8527-a35d473f3b90.jpg,upper-gi-tract/pathological-findings/esophagitis-a/c1e1932f-bccf-43ec-8527-a35d473f3b90.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,613,523,1.172,186.0,93.49,133.37,1.871,Good_Quality,c01f54ef01be46da,train,3
IMG_04293,500ad259-f04d-48c8-aeaf-ffb76d69e5e2.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/500ad259-f04d-48c8-aeaf-ffb76d69e5e2.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,146.54,568.87,106.08,0.313,Good_Quality,b525579652d3529a,train,3
IMG_06430,3a54d628-3ee0-4e4d-b936-d92610e4d259.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/3a54d628-3ee0-4e4d-b936-d92610e4d259.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,623,530,1.175,203.27,248.59,117.36,0.663,Good_Quality,850f526d427ccb7a,train,3
IMG_00941,ef330765-2201-4cad-8008-e512f0972a44.jpg,lower-gi-tract/anatomical-landmarks/cecum/ef330765-2201-4cad-8008-e512f0972a44.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,219.08,434.91,112.91,0.0,Good_Quality,9522556953be62ce,train,3
IMG_03113,efd101ef-3c8f-44e4-a6d3-82b5befc4e47.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/efd101ef-3c8f-44e4-a6d3-82b5befc4e47.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,624,530,1.177,205.53,202.85,103.38,5.787,High_Reflection,f5b50495565473e2,train,3
IMG_04437,6d0f4e91-ae35-428e-8847-4aa674fa7bfb.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/6d0f4e91-ae35-428e-8847-4aa674fa7bfb.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,163.91,563.55,102.64,0.205,Good_Quality,b42155d156374eda,train,3
IMG_10373,e8fd5368-a819-403c-9486-b15c3903d6bd.jpg,upper-gi-tract/pathological-findings/esophagitis-a/e8fd5368-a819-403c-9486-b15c3903d6bd.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1221,1013,1.205,702.65,39.4,109.87,0.191,Motion_Blur,913fd1e6518b42f8,train,3
IMG_03566,65c2a729-b9b8-42df-b0ab-0ae470e494f2.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/65c2a729-b9b8-42df-b0ab-0ae470e494f2.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,587,531,1.105,136.61,560.47,67.14,0.161,Good_Quality,f03c0311110f5fff,train,3
IMG_01072,1e3d99df-07aa-47f1-9b53-6fa0d6bc6a18.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/1e3d99df-07aa-47f1-9b53-6fa0d6bc6a18.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,572,532,1.075,210.13,204.7,104.51,0.001,Good_Quality,b43855ea45ea543e,train,3
IMG_09005,06de3f60-7467-49ac-9806-5a165f81fdfe.jpg,upper-gi-tract/anatomical-landmarks/z-line/06de3f60-7467-49ac-9806-5a165f81fdfe.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1225,1013,1.209,764.52,98.23,171.37,2.252,Good_Quality,b12bc48f509f1337,train,3
IMG_07717,7ff324b5-bae4-4a9d-9ca2-90e4d6ff6c7d.jpg,upper-gi-tract/anatomical-landmarks/pylorus/7ff324b5-bae4-4a9d-9ca2-90e4d6ff6c7d.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1349,1071,1.26,666.46,78.65,100.27,4.52,Motion_Blur,f0f1000005f75fff,train,3
IMG_06488,48931e09-57f1-4522-9c00-e77d48ac9d4f.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/48931e09-57f1-4522-9c00-e77d48ac9d4f.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,532,1.19,187.15,363.6,93.02,0.151,Good_Quality,de1b4d204c27ce3e,train,3
IMG_10487,5309e6c4-ceae-477c-aa97-c0beca15065c.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/5309e6c4-ceae-477c-aa97-c0beca15065c.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1225,1015,1.207,708.24,37.18,119.96,0.019,Motion_Blur,e199145d416e5a9f,train,3
IMG_07545,5513304f-f577-413b-b3d0-bc7902445dd9.jpg,upper-gi-tract/anatomical-landmarks/pylorus/5513304f-f577-413b-b3d0-bc7902445dd9.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1349,1071,1.26,706.07,90.13,112.81,0.368,Good_Quality,d0e1c0d0038fcfdf,train,3
IMG_01860,6f515ff3-4d02-4b52-879f-fc75399c21de.jpg,lower-gi-tract/pathological-findings/polyps/6f515ff3-4d02-4b52-879f-fc75399c21de.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,622,528,1.178,34.46,280.7,114.57,1.632,Good_Quality,95a5150557955e3e,train,3
IMG_02895,7986ba3f-0ebc-47e2-9460-9b367a9c0dd8.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/7986ba3f-0ebc-47e2-9460-9b367a9c0dd8.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,635,547,1.161,305.01,715.27,91.43,0.199,Good_Quality,d58c411312e7579f,train,3
IMG_04263,4a0b966a-186f-4197-9276-1ad9f8c60e6f.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/4a0b966a-186f-4197-9276-1ad9f8c60e6f.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,159.73,602.65,110.56,0.159,Good_Quality,f580c5855e134b6f,train,3
IMG_05465,41a6213c-cf08-4c68-b075-b5459fbb7a15.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/41a6213c-cf08-4c68-b075-b5459fbb7a15.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,623,530,1.175,205.13,251.48,100.93,4.448,High_Reflection,f00700be44d9bf9b,train,3
IMG_07948,bc121250-81ff-4bcc-8c34-970f4a2f1751.jpg,upper-gi-tract/anatomical-landmarks/pylorus/bc121250-81ff-4bcc-8c34-970f4a2f1751.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1349,1071,1.26,740.49,135.9,127.01,0.73,Good_Quality,c43a05f84729376f,train,3
IMG_02953,9b0533df-65be-4d13-ad6b-68237547ea15.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/9b0533df-65be-4d13-ad6b-68237547ea15.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,571,530,1.077,167.57,120.23,88.48,0.01,Good_Quality,cc6b258e53aa507b,train,3
IMG_06862,a6c28395-ebdd-472a-ad56-9ff603711687.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/a6c28395-ebdd-472a-ad56-9ff603711687.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,531,1.192,215.66,626.54,100.14,0.585,Good_Quality,950e46375b644cbe,train,3
IMG_08607,83b5b142-f427-433a-b0ce-ce667ab01416.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/83b5b142-f427-433a-b0ce-ce667ab01416.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1012,1.207,835.19,302.26,93.69,0.034,Good_Quality,b537c0ee54c24f38,train,3
IMG_00158,233fcb70-f2b9-43c9-92d1-a5fa8534cf1e.jpg,lower-gi-tract/anatomical-landmarks/cecum/233fcb70-f2b9-43c9-92d1-a5fa8534cf1e.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,631,532,1.186,194.99,293.12,91.84,0.197,Good_Quality,cc0101c3470f7eff,train,3
IMG_00574,8feb320e-01e8-4732-bd96-72ceae5b33ab.jpg,lower-gi-tract/anatomical-landmarks/cecum/8feb320e-01e8-4732-bd96-72ceae5b33ab.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,254.12,496.81,111.27,0.577,Good_Quality,c4011f24433f0fff,train,3
IMG_03742,b33d1852-04af-4da7-93b5-155d0b8a5555.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/b33d1852-04af-4da7-93b5-155d0b8a5555.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,627,560,1.12,222.02,542.53,109.94,0.362,Good_Quality,852fc5941d703ce7,train,3
IMG_07590,5e3f9295-c413-4b63-b9f4-633636e56c06.jpg,upper-gi-tract/anatomical-landmarks/pylorus/5e3f9295-c413-4b63-b9f4-633636e56c06.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1013,1.209,959.3,113.92,102.54,0.077,Good_Quality,957a506b42a31bbd,train,3
IMG_10360,e3b59a2f-d819-4166-a44f-3ce59c355cb7.jpg,upper-gi-tract/pathological-findings/esophagitis-a/e3b59a2f-d819-4166-a44f-3ce59c355cb7.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,613,524,1.17,194.17,184.59,143.52,0.015,Good_Quality,c06bc52d47815f97,train,3
IMG_09031,0ceacbfd-56d0-4754-97ba-3323c80ac4a6.jpg,upper-gi-tract/anatomical-landmarks/z-line/0ceacbfd-56d0-4754-97ba-3323c80ac4a6.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1349,1071,1.26,710.86,80.34,105.72,1.604,Good_Quality,f4d04466019f47f7,train,3
